modification,reaction_id,reaction_name,old_reaction_equation,new_reaction_equation,mass_and_charge_balance_new,GPR,old_gpr,subsystem,confidence_level,TIC_association,is_blocked,isomer_group,iAT601_RAT_note,reaction_update_notes,metabolite_update_notes,lower_bound,upper_bound,literature_references,curation_notes,DB_links
,CELLULOSOME_TERM,Lumped Cellulosome Term,0.5581 ala__L_c + 0.2365 arg__L_c + 0.5523 asn__L_c + 0.5523 asp__L_c + 57.0 atp_c + 0.0665 cys__L_c + 0.1871 gln__L_c + 0.4317 glu__L_c + 0.6373 gly_c + 57.0 h2o_c + 0.1099 his__L_c + 0.4739 ile__L_c + 0.5329 leu__L_c + 0.441 lys__L_c + 0.1469 met__L_c + 0.2851 phe__L_c + 0.4823 pro__L_c + 0.4942 ser__L_c + 0.5572 thr__L_c + 0.1718 trp__L_c + 0.3235 tyr__L_c + 0.506 val__L_c --> 57.0 adp_c + cellulosome_term_c + 57.0 pi_c,0.5581 ala__L_c + 0.2365 arg__L_c + 0.5523 asn__L_c + 0.5523 asp__L_c + 57.0 atp_c + 0.0665 cys__L_c + 0.1871 gln__L_c + 0.4317 glu__L_c + 0.6373 gly_c + 56.99999999999999 h2o_c + 0.1099 his__L_c + 0.4739 ile__L_c + 0.5329 leu__L_c + 0.441 lys__L_c + 0.1469 met__L_c + 0.2851 phe__L_c + 0.4823 pro__L_c + 0.4942 ser__L_c + 0.5572 thr__L_c + 0.1718 trp__L_c + 0.3235 tyr__L_c + 0.506 val__L_c --> 57.0 adp_c + cellulosome_term_c + 57.0 pi_c,{},CLO1313_RS07070 or CLO1313_RS14510 or CLO1313_RS03210 or CLO1313_RS09150 or CLO1313_RS09045 or CLO1313_RS02665 or CLO1313_RS11155 or CLO1313_RS09915 or CLO1313_RS11090 or CLO1313_RS08010 or CLO1313_RS15440 or CLO1313_RS08090 or CLO1313_RS07205 or CLO1313_RS04370 or CLO1313_RS13955 or CLO1313_RS07470 or CLO1313_RS02020 or CLO1313_RS07515 or CLO1313_RS03220 or CLO1313_RS09910 or CLO1313_RS02025 or CLO1313_RS08560 or CLO1313_RS08595 or CLO1313_RS09145 or CLO1313_RS10235 or CLO1313_RS12825 or CLO1313_RS09890 or CLO1313_RS04360 or CLO1313_RS13380 or CLO1313_RS09185 or CLO1313_RS02085 or CLO1313_RS08380 or CLO1313_RS08095 or CLO1313_RS07080 or CLO1313_RS01785,Clo1313_1396 or Clo1313_2856 or Clo1313_0627 or Clo1313_1809 or Clo1313_1788 or Clo1313_0521 or Clo1313_2202 or Clo1313_1960 or Clo1313_2189 or Clo1313_1587 or Clo1313_0628 or Clo1313_1603 or Clo1313_1425 or Clo1313_0851 or Clo1313_2747 or Clo1313_1477 or Clo1313_0399 or Clo1313_1487 or Clo1313_0629 or Clo1313_1959 or Clo1313_0400 or Clo1313_1694 or Clo1313_1701 or Clo1313_1808 or Clo1313_2022 or Clo1313_2530 or Clo1313_1955 or Clo1313_0849 or Clo1313_2635 or Clo1313_1816 or Clo1313_0413 or Clo1313_1659 or Clo1313_1604 or Clo1313_1398 or Clo1313_0350,Pseudoreaction,2,,,"['atp_c', 'dgtp_c']",['Biomass precursor synthesis. Molar fractions of amino acids / ATP use copied from overall protein term.'],pseudoreaction,"['MET_ID:cellulosome_term_c, NOTE: pseudometabolite']",0,1000,,,{}
delete:duplicate,Gluc_Eq_Bal_c,Glucose Equivalent balance,glceq_c --> glceq2_c,glceq_c --> glceq2_c,{},,,,2,"['Gluc_Eq_Bal_c', 'T_e_to_c_m101_c', 'EX_gluceq_e', 'EX_gluceq2_e']",,,,delete,"['MET_ID:glceq_c, NOTE: pseudometabolite', 'MET_ID:glceq2_c, NOTE: pseudometabolite']",0,1000,,,{}
delete:duplicate,T_c_to_e_m103_c,Glucose Equivalent secretion,glceq2_c --> glceq2_e,glceq2_c --> glceq2_e,{},,,Transport between c and e,2,,TRUE,,,delete,"['MET_ID:glceq2_c, NOTE: pseudometabolite', 'MET_ID:glceq2_e, NOTE: pseudometabolite']",0,1000,,,{}
,NH3tabc,Ammonia uptake via abc system,atp_c + h2o_c + nh4_e <=> adp_c + nh4_c + pi_c,atp_c + h2o_c + nh4_e => adp_c + h_c + nh4_c + pi_c,{},CLO1313_RS07070,Clo1313_1396,Transport between c and e,2,,TRUE,"['atp_c', 'dgtp_c']",,"No such reaction in BiGG,  should it be ammonium",,0,1000,,,{}
delete:duplicate,T_e_to_c_m101_c,Glucose Equivalent uptake,glceq_e --> glceq_c,glceq_e --> glceq_c,{},,,Transport between c and e,2,"['Gluc_Eq_Bal_c', 'T_e_to_c_m101_c', 'EX_gluceq_e', 'EX_gluceq2_e']",,,,delete,"['MET_ID:glceq_e, NOTE: pseudometabolite', 'MET_ID:glceq_c, NOTE: pseudometabolite']",0,1000,,,{}
,H20t,H2O transport via diffusion,h2o_c <=> h2o_e,h2o_c <=> h2o_e,{},,,Transport between c and e,2,,,,,,,-1000,1000,,,{}
,CO2t,CO2 transporter via diffusion,co2_c <=> co2_e,co2_c <=> co2_e,{},,,Transport between c and e,2,,,,,,,-1000,1000,,,{}
,CEL2abc,Oligo-cellulose (2) transport via ABC system,atp_c + cellb_e + h2o_c --> adp_c + cellb_c + pi_c,atp_c + cellb_e + h2o_c --> adp_c + cellb_c + h_c + pi_c,{},CLO1313_RS06085 or CLO1313_RS14155 or CLO1313_RS12970 or CLO1313_RS00400 or CLO1313_RS09245,Clo1313_2786 or Clo1313_2554 or Clo1313_0077 or Clo1313_1828,Transport between c and e,2,,,"['atp_c', 'dgtp_c']",,,,0,1000,,,{}
,CEL3abc,Oligo-cellulose (3) transport via ABC system,atp_c + cell3_e + h2o_c --> adp_c + cell3_c + pi_c,atp_c + cell3_e + h2o_c --> adp_c + cell3_c + h_c + pi_c,{},CLO1313_RS06085 or CLO1313_RS09245 or CLO1313_RS00400 or CLO1313_RS14155 or CLO1313_RS06075,Clo1313_1828 or Clo1313_0077 or Clo1313_2786 or Clo1313_1194,Transport between c and e,2,,TRUE,"['atp_c', 'dgtp_c']",,,,0,1000,,,{}
,CEL4abc,Oligo-cellulose (4) transport via ABC system,atp_c + cell4_e + h2o_c --> adp_c + cell4_c + pi_c,atp_c + cell4_e + h2o_c --> adp_c + cell4_c + h_c + pi_c,{},CLO1313_RS06085 or CLO1313_RS00400 or CLO1313_RS14155 or CLO1313_RS06075,Clo1313_0077 or Clo1313_2786 or Clo1313_1194,Transport between c and e,2,,TRUE,"['atp_c', 'dgtp_c']",,,,0,1000,,,{}
,CEL5abc,Oligo-cellulose (5) transport via ABC system,atp_c + cell5_e + h2o_c --> adp_c + cell5_c + pi_c,atp_c + cell5_e + h2o_c --> adp_c + cell5_c + h_c + pi_c,{},CLO1313_RS06085 or CLO1313_RS00400 or CLO1313_RS14155 or CLO1313_RS06075,Clo1313_0077 or Clo1313_2786 or Clo1313_1194,Transport between c and e,2,,TRUE,"['atp_c', 'dgtp_c']",,,,0,1000,,,{}
,CEL6abc,Oligo-cellulose (6) transport via ABC system,atp_c + cell6_e + h2o_c --> adp_c + cell6_c + pi_c,atp_c + cell6_e + h2o_c --> adp_c + cell6_c + h_c + pi_c,{},CLO1313_RS06085 or CLO1313_RS00400 or CLO1313_RS14155 or CLO1313_RS06075,Clo1313_0077 or Clo1313_2786 or Clo1313_1194,Transport between c and e,2,,TRUE,"['atp_c', 'dgtp_c']",,Cellulose metabolism,,0,1000,,,{}
,UREAabc,Urea transport via ABC system,atp_c + h2o_c + urea_e <=> adp_c + pi_c + urea_c,atp_c + h2o_c + urea_e => adp_c + h_c + pi_c + urea_c,{},(CLO1313_RS12640 and CLO1313_RS12635 and CLO1313_RS12650 and CLO1313_RS12645 and CLO1313_RS12630),Clo1313_2495 or Clo1313_2494 or Clo1313_2497 or Clo1313_2496 or Clo1313_2493,Transport between c and e,2,,,"['atp_c', 'dgtp_c']",,,,0,1000,,,{}
,CA2abc,Calcium transport via ABC system,atp_c + ca2_e + h2o_c <=> adp_c + ca2_c + pi_c,atp_c + ca2_e + h2o_c => adp_c + ca2_c + h_c + pi_c,{},CLO1313_RS09225 or CLO1313_RS02620,Clo1313_1824 or Clo1313_0512,Transport between c and e,2,,,"['atp_c', 'dgtp_c']","['These genes are putative calcium transporters, 0512 predicts ATP-ase mechanism, 1824 predicts sodium anti-porter. Neither are considered in this reaction']",,,0,1000,,,{}
add:new_function,NA1abc,Sodium transport via ABC system,,atp_c + na1_e + h2o_c => adp_c + na1_c + h_c + pi_c,{},CLO1313_RS09225 or CLO1313_RS02620,Clo1313_1824 or Clo1313_0512,Transport between c and e,2,,,"['atp_c', 'dgtp_c']","['These genes are putative calcium transporters, 0512 predicts ATP-ase mechanism, 1824 predicts sodium anti-porter. Neither are considered in this reaction']",,,0,1000,,"see iAT note. Also, now the model features sodium",{}
,MG2abc,Magnesium transport via ABC system,adp_c + mg2_c + pi_c <=> atp_c + h2o_c + mg2_e,atp_c + h2o_c + mg2_e => adp_c + h_c + mg2_c + pi_c ,{},"CLO1313_RS11780 or CLO1313_RS14675 or CLO1313_RS13085 or CLO1313_RS01980 or (CLO1313_RS13255 or CLO1313_RS14675)
",Clo1313_2888 or Clo1313_2577,Transport between c and e,2,,,"['atp_c', 'dgtp_c']",,,,0,1000,,,{}
,Kabc,Potassium ABC transporter,adp_c + k_c + pi_c <=> atp_c + h2o_c + k_e,atp_c + h2o_c + k_e => adp_c + h_c + k_c + pi_c,{},,,Transport between c and e,2,,,"['atp_c', 'dgtp_c']",,,,0,1000,,,{}
add:new_function,Kt3,Potassium transport via proton antiport,,k_c + h_e => h_c + k_e,,CLO1313_RS01770,Clo1313_0346,Transport between c and e,2,,,,,,,0,1000,,,
,SULabc,Sulfate transport via ABC system,atp_c + h2o_c + so4_e <=> adp_c + pi_c + so4_c,atp_c + h2o_c + so4_e => adp_c + h_c + pi_c + so4_c,{},CLO1313_RS07445 or CLO1313_RS11865 or CLO1313_RS11855 or (CLO1313_RS00605 or CLO1313_RS00610 or CLO1313_RS00615 or CLO1313_RS00620),Clo1313_1472 or Clo1313_2338 or Clo1313_2336 or (Clo1313_0114or Clo1313_015or Clo1313_016 or Clo1313_017),Transport between c and e,2,,TRUE,"['atp_c', 'dgtp_c']",,,,0,1000,,,{}
,PIabc,Phosphate transport via ABC system,atp_c + h2o_c + pi_e <=> adp_c + 2.0 pi_c,atp_c + h2o_c + pi_e => adp_c + h_c + 2.0 pi_c,{},CLO1313_RS02830,Clo1313_0552,Transport between c and e,2,,,"['atp_c', 'dgtp_c']",,,,0,1000,,,{}
add:new_function,PIt,inorganic phosphate transporter,,pi_e + h_e => pi_c + h_c,,CLO1313_RS02825,,Transport between c and e,2,,,,,,,0,1000,,,
add:new_function,PIt2,inorganic phosphate transporter,,pi_e + na1_e => pi_c + na1_c,,CLO1313_RS02825,,Transport between c and e,2,,,,,,,0,1000,,,
,FE3abc,Iron (III) transport via ABC system,atp_c + fe3_e + h2o_c <=> adp_c + fe3_c + pi_c,atp_c + fe3_e + h2o_c => adp_c + fe3_c + h_c + pi_c,{},CLO1313_RS12285 or CLO1313_RS09695 or CLO1313_RS01915 or CLO1313_RS02615 or CLO1313_RS08535 or CLO1313_RS08530 or CLO1313_RS00620 or CLO1313_RS12525 or CLO1313_RS08540 or CLO1313_RS04285 or CLO1313_RS02415 or CLO1313_RS00440 or CLO1313_RS01980,Clo1313_2426 or Clo1313_1916 or Clo1313_0378 or Clo1313_0511 or Clo1313_1689 or Clo1313_1688 or Clo1313_0117 or Clo1313_2472 or Clo1313_1690 or Clo1313_0833 or Clo1313_0476 or Clo1313_0084,Transport between c and e,2,,,"['atp_c', 'dgtp_c']",['Most of these associated genes are putatively associated with Iron uptake'],,,0,1000,,added ferrous ion transporter gene,{}
delete:should_be_active_transport,PNTOte,Transport of (R)-Pantothenate,pnto__R_e <=> pnto__R_c,pnto__R_e <=> pnto__R_c,{},,,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
add:active,PNTOt2r,Pantothenate proton symporter,,pnto__R_e + h_e <=> pnto__R_c + h_c,{},,,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
add:active,PNTOt2r2,Pantothenate sodium symporter,,pnto__R_e + na1_e <=> pnto__R_c + na1_c,{},,,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,H2St1,H2s transport (diffusion),h2s_e <=> h2s_c,h2s_e <=> h2s_c,{},,,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
delete:skips_synthesis_pathways,NICRNTt,Nicotinate D-ribonucleotide transport,nicrnt_e <=> nicrnt_c,nicrnt_e <=> nicrnt_c,{},,,Transport between c and e,2,,,,,"review, should it be synthesized intracellularly?",,-1000,1000,,,{}
,ALAt2r,L alanine reversible transport via proton symport,ala__L_c + h_c <=> ala__L_e + h_e,ala__L_c + h_c <=> ala__L_e + h_e,{},CLO1313_RS04285 or CLO1313_RS12630,Clo1313_0833 or Clo1313_2493,Transport between c and e,2,,TRUE,"['ala__L_c', 'ala_B_c', 'ala__D_c']",,,,-1000,1000,,,{}
,ARGt2r,L arginine reversible transport via proton symport,arg__L_c + h_c <=> arg__L_e + h_e,arg__L_c + h_c <=> arg__L_e + h_e,{},CLO1313_RS04075 or CLO1313_RS04085 or CLO1313_RS15005 or CLO1313_RS02470,Clo1313_0793 or Clo1313_0795 or Clo1313_2953 or Clo1313_0487,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,ASNt2r,L asparagine reversible transport via proton symport,asn__L_c + h_c <=> asn__L_e + h_e,asn__L_c + h_c <=> asn__L_e + h_e,{},CLO1313_RS04075 or CLO1313_RS04085 or CLO1313_RS15005 or CLO1313_RS15010,Clo1313_0793 or Clo1313_0795 or Clo1313_2953 or Clo1313_2954,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,ASPt2r,L aspartate reversible transport via proton symport,asp__L_c + h_c <=> asp__L_e + h_e,asp__L_c + h_c <=> asp__L_e + h_e,{},CLO1313_RS04075 or CLO1313_RS04085 or CLO1313_RS15005 or CLO1313_RS15010,Clo1313_0793 or Clo1313_0795 or Clo1313_2953 or Clo1313_2954,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,CYSt2r,L cysteine reversible transport via proton symport,cys__L_c + h_c <=> cys__L_e + h_e,cys__L_c + h_c <=> cys__L_e + h_e,{},,,Transport between c and e,2,,,,,,,-1000,1000,,,{}
,GLUt2r,L glutamate reversible transport via proton symport,glu__L_c + h_c <=> glu__L_e + h_e,glu__L_c + h_c <=> glu__L_e + h_e,{},CLO1313_RS04080 or CLO1313_RS04085 or CLO1313_RS15005 or CLO1313_RS15010,Clo1313_0794 or Clo1313_0795 or Clo1313_2953 or Clo1313_2954,Transport between c and e,2,,TRUE,"['glu__L_c', 'glu__D_c']",,,,-1000,1000,,,{}
,GLNt2r,L glutamine reversible transport via proton symport,gln__L_c + h_c <=> gln__L_e + h_e,gln__L_c + h_c <=> gln__L_e + h_e,{},CLO1313_RS12635 or CLO1313_RS04285 or CLO1313_RS12645 or CLO1313_RS11790 or CLO1313_RS12630,Clo1313_2494 or Clo1313_0833 or Clo1313_2496 or Clo1313_2323 or Clo1313_2493,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,GLYt2r,L glycine reversible transport via proton symport,gly_c + h_c <=> gly_e + h_e,gly_c + h_c <=> gly_e + h_e,{},CLO1313_RS07450,Clo1313_1473,Transport between c and e,2,,,,,,,-1000,1000,,,{}
,HISt2r,L histidine reversible transport via proton symport,h_c + his__L_c <=> h_e + his__L_e,h_c + his__L_c <=> h_e + his__L_e,{},CLO1313_RS01085 or CLO1313_RS12635 or CLO1313_RS12645 or CLO1313_RS12630 or CLO1313_RS04085 or CLO1313_RS04285 or CLO1313_RS11790,Clo1313_0211 or Clo1313_2494 or Clo1313_2496 or Clo1313_2493 or Clo1313_0795 or Clo1313_0833 or Clo1313_2323,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,ILEt2r,L isoleucine reversible transport via proton symport,h_c + ile__L_c <=> h_e + ile__L_e,h_c + ile__L_c <=> h_e + ile__L_e,{},CLO1313_RS05445 or CLO1313_RS00405 or CLO1313_RS09255 or CLO1313_RS12640 or CLO1313_RS12635 or CLO1313_RS01535 or CLO1313_RS12645 or CLO1313_RS08535 or CLO1313_RS12630 or CLO1313_RS04085 or CLO1313_RS00620 or CLO1313_RS11900,Clo1313_1070 or Clo1313_0078 or Clo1313_1830 or Clo1313_2495 or Clo1313_2494 or Clo1313_0297 or Clo1313_2496 or Clo1313_1689 or Clo1313_2493 or Clo1313_0795 or Clo1313_0117 or Clo1313_2345,Transport between c and e,2,,TRUE,"['leu__L_c', 'ile__L_c']",,,,-1000,1000,,,{}
,LEUt2r,L leucinereversible transport via proton symport,h_c + leu__L_c <=> h_e + leu__L_e,h_c + leu__L_c <=> h_e + leu__L_e,{},CLO1313_RS12645 or CLO1313_RS00410 or CLO1313_RS11910 or CLO1313_RS12525 or CLO1313_RS12635 or CLO1313_RS12630,Clo1313_2496 or Clo1313_0079 or Clo1313_2347 or Clo1313_2472 or Clo1313_2494 or Clo1313_2493,Transport between c and e,2,,TRUE,"['leu__L_c', 'ile__L_c']",,,,-1000,1000,,,{}
,LYSt2r,L lysine reversible transport via proton symport,h_c + lys__L_c <=> h_e + lys__L_e,h_c + lys__L_c <=> h_e + lys__L_e,{},CLO1313_RS04080 or CLO1313_RS04085 or CLO1313_RS15005,Clo1313_0794 or Clo1313_0795 or Clo1313_2953,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,METt2r,L methionine reversible transport via proton symport,h_c + met__L_c <=> h_e + met__L_e,h_c + met__L_c <=> h_e + met__L_e,{},CLO1313_RS11790 or CLO1313_RS11785 or CLO1313_RS11780,Clo1313_2323 or Clo1313_2322 or Clo1313_2321,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,PHEt2r,L phenylalanine reversible transport via proton symport,h_c + phe__L_c <=> h_e + phe__L_e,h_c + phe__L_c <=> h_e + phe__L_e,{},CLO1313_RS11790,Clo1313_2323,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,PROt2r,L proline reversible transport via proton symport,h_c + pro__L_c <=> h_e + pro__L_e,h_c + pro__L_c <=> h_e + pro__L_e,{},CLO1313_RS01990 or CLO1313_RS01085 or CLO1313_RS12635 or CLO1313_RS11790 or CLO1313_RS07450,Clo1313_0393 or Clo1313_0211 or Clo1313_2494 or Clo1313_2323 or Clo1313_1473,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,SERt2r,L serine reversible transport via proton symport,h_c + ser__L_c <=> h_e + ser__L_e,h_c + ser__L_c <=> h_e + ser__L_e,{},,,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,THRt2r,L threonine reversible transport via proton symport,h_c + thr__L_c <=> h_e + thr__L_e,h_c + thr__L_c <=> h_e + thr__L_e,{},CLO1313_RS12645 or CLO1313_RS00410 or CLO1313_RS11910 or CLO1313_RS12635 or CLO1313_RS12630 or CLO1313_RS09745,Clo1313_2496 or Clo1313_0079 or Clo1313_2347 or Clo1313_2494 or Clo1313_2493 or Clo1313_1926,Transport between c and e,2,,TRUE,"['thr__L_c', 'hom__L_c']",,,,-1000,1000,,,{}
,TRYt2r,L tryptophan reversible transport via proton symport,h_c + trp__L_c <=> h_e + trp__L_e,h_c + trp__L_c <=> h_e + trp__L_e,{},,,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,TYRt2r,L tyrosine reversible transport via proton symport,h_c + tyr__L_c <=> h_e + tyr__L_e,h_c + tyr__L_c <=> h_e + tyr__L_e,{},,,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
,VALt2r,L valine reversible transport via proton symport,h_c + val__L_c <=> h_e + val__L_e,h_c + val__L_c <=> h_e + val__L_e,{},CLO1313_RS12645 or CLO1313_RS00410 or CLO1313_RS11910 or CLO1313_RS12635 or CLO1313_RS12630,Clo1313_2496 or Clo1313_0079 or Clo1313_2347 or Clo1313_2494 or Clo1313_2493,Transport between c and e,2,,TRUE,,,,,-1000,1000,,,{}
delete:ethanol_transports_by_diffussion,ETOHt3,Ethanol transport out via proton antiport,etoh_c + h_c <=> etoh_e + h_e,etoh_c + h_c <=> etoh_e + h_e,{},,,Transport between c and e,2,,,,,A diffusion version should be added,,-1000,1000,,,{}
add:ethanol_diffusion,ETOHt,Ethanol transport via diffusion,,etoh_c <=> etoh_e,,,,Transport between c and e,2,,,,,,,-1000,1000,,,
,ACt2r,Acetate reversible transport via proton symport,ac_c + h_c <=> ac_e + h_e,ac_c + h_c <=> ac_e + h_e,{},,,Transport between c and e,2,,,,,,,-1000,1000,,,{}
,FORt2,Formate transport in via proton symport,for_c + h_c <=> for_e + h_e,for_c + h_c <=> for_e + h_e,{},,,Transport between c and e,2,,,,,,,-1000,1000,,,{}
,D_LACt2,D lactate transport via proton symport,h_c + lac__L_c <=> h_e + lac__L_e,h_c + lac__L_c <=> h_e + lac__L_e,{},,,Transport between c and e,2,,,"['lac__L_c', '3hpp_c']",,,,-1000,1000,,,{}
,H2td,Hydrogen transport,h2_c <=> h2_e,h2_c <=> h2_e,{},,,Transport between c and e,2,,,,,,,-1000,1000,,,{}
,PYRt2,Pyruvate transport in via proton symport,h_c + pyr_c <=> h_e + pyr_e,h_c + pyr_c <=> h_e + pyr_e,{},,,Transport between c and e,2,,,,,,,-1000,1000,,,{}
,SUCCt2r,Succinate transport via proton symport,h_c + succ_c <=> h_e + succ_e,h_c + succ_c <=> h_e + succ_e,{},,,Transport between c and e,2,,,"['succ_c', 'mmal_c']",,,,-1000,1000,,,{}
delete:remove_pseudometabolite,BIOt,Biomass transport,biomass_term_c --> biomass_term_e,biomass_term_c --> biomass_term_e,{},,,Transport between c and e,2,,,,,delete,"['MET_ID:biomass_term_c, NOTE: pseudometabolite', 'MET_ID:biomass_term_e, NOTE: pseudometabolite']",0,1000,,,{}
delete:not_in_media,ACPt,ACP transport,apoACP_c --> apoACP_e,apoACP_c --> apoACP_e,{},,,Transport between c and e,0,,TRUE,,"['Not sure if necessary, double check']","No transport in bigg model, is synthesis pathway missing? For example see ACPS (present in G. metallired.)","['MET_ID:apoACP_c, NOTE: generic:acp', 'MET_ID:apoACP_e, NOTE: generic:acp']",0,1000,,,{}
,MAL_Dt2,D malate transport in via proton symport,h_c + mal__L_c <=> h_e + mal__L_e,h_c + mal__L_c <=> h_e + mal__L_e,{},,,Transport between c and e,2,,,,,,,-1000,1000,,,{}
,BTDt_M,meso-Butanediol transport via passive diffusion,btd_M_c <=> btd_M_e,btd_M_c <=> btd_M_e,{},,,Transport between c and e,2,,TRUE,"['btd_RR_c', 'btd_M_c']",,protons?,,-1000,1000,PMC4207884,,{}
,BTDt_RR,"(R,R)-Butanediol transport via passive diffusion",btd_RR_c <=> btd_RR_e,btd_RR_c <=> btd_RR_e,{},,,Transport between c and e,2,,TRUE,"['btd_RR_c', 'btd_M_c']",,protons?,,-1000,1000,PMC4207884,,{}
,PYRGt,Pyroglutamate transport via passive diffusion,5oxpro_c <=> 5oxpro_e,5oxpro_c <=> 5oxpro_e,{},,,Transport between c and e,2,,,"['5oxpro_c', '1p3h5c_c']",,,,-1000,1000,PMC4207885,,{}
,IBUTOHt,Isobutyl alcohol transport extracellular,ibutoh_c <=> ibutoh_e,ibutoh_c <=> ibutoh_e,{},,,Transport between c and e,2,,TRUE,,,,,-1000,1000,PMC4207885,,{}
,FUMt2r,Fumarate reversible transport via symport,fum_c + h_c <=> fum_e + h_e,fum_c + h_c <=> fum_e + h_e,{},,,Transport between c and e,2,,,,,How many protons should be translocated?,,-1000,1000,PMC4207886,,{}
,XYLTt,Xylitol transport via passive diffusion,xylt_c <=> xylt_e,xylt_c <=> xylt_e,{},,,Transport between c and e,2,,TRUE,,,,,-1000,1000,PMC4207887,,{}
,EX_cellb_e,Cellobiose exchange, --> cellb_e,cellb_e <==>,Exchange,,,Exchange,,,,,,,,-3.42,1000,,,{}
delete:update_id,EX_nh3_e,Ammonia exchange, --> nh4_e,nh4_e <-->,Exchange,,,Exchange,,,TRUE,,,"Reaction does not exist in BiGG, only EX_nh4_e.",,-1000,0,,,{}
add:update_id,EX_nh4_e,Ammonia exchange, --> nh4_e,nh4_e <-->,Exchange,,,Exchange,,,TRUE,,,"Reaction does not exist in BiGG, only EX_nh4_e.",,-1000,1000,,,{}
,EX_urea_e,Urea exchange, --> urea_e,urea_e <==>,Exchange,,,Exchange,,,,,,,,0,1000,,Uptake rate has small effect on growth,{}
,EX_ca2_e,Calcium exchange, --> ca2_e,ca2_e  <--> ,Exchange,,,Exchange,,,,,,,,-1000,1000,,,{}
delete:correct_id,EX_mg2_E,Mg exchange, --> mg2_e,mg2_e  <--> ,Exchange,,,Exchange,,,,,,,,-1000,1000,,,{}
add:correct_id,EX_mg2_e,Mg exchange, --> mg2_e,mg2_e  <--> ,Exchange,,,Exchange,,,,,,,,-1000,0,,,{}
,EX_k_e,K exchange, --> k_e,k_e  <--> ,Exchange,,,Exchange,,,,,,,,-1000,1000,,,{}
,EX_so4_e,Sulfate exchange, --> so4_e,so4_e <--> ,Exchange,,,Exchange,,,TRUE,,,,,-1000,1000,,,{}
,EX_pi_e,Phosphate exchange, --> pi_e,pi_e <--> ,Exchange,,,Exchange,,,,,,,,-1000,1000,,,{}
,EX_fe3_e,Fe3+ exchange, --> fe3_e,fe3_e <--> ,Exchange,,,Exchange,,,,,,,,-1000,1000,,,{}
add:new_function,EX_na1_e,Sodium exchange,,na1_e <==>,,,,Exchange,,,,,,,,-1000,1000,,,
,EX_pnto__R_e,(R)-Pantothenate exchange, --> pnto__R_e,pnto__R_e <--> ,Exchange,,,Exchange,,,TRUE,,,,,0,1000,,,{}
,EX_h2s_e,Hydrogen sulfide exchange, --> h2s_e,h2s_e <--> ,Exchange,,,Exchange,,,TRUE,,,,,0,1000,,,{}
delete:skips_synthesis_pathways,EX_nicrnt_e,Nicotinate D-ribonucleotide exchange, --> nicrnt_e,nicrnt_e <--> ,Exchange,,,Exchange,,,,,,Most models feature nicotinate exchange and synthesize Nicotinate D-ribonucleotide. That pathway may be missing in this model,,-1000,0,,,{}
,EX_cell6_e,Cellulose (n=6 repeating units) exchange, --> cell6_e,cell6_e <--> ,Exchange,,,Exchange,,,TRUE,,,,,0,0,,,{}
,EX_cell5_e,Cellulose (n=5 repeating units) exchange, --> cell5_e,cell5_e <--> ,Exchange,,,Exchange,,,TRUE,,,,,0,0,,,{}
,EX_cell4_e,Cellulose (n=4 repeating units) exchange, --> cell4_e,cell4_e <--> ,Exchange,,,Exchange,,,TRUE,,,,,0,0,,,{}
,EX_cell3_e,Cellulose (n=3 repeating units) exchange, --> cell3_e,cell3_e <--> ,Exchange,,,Exchange,,,TRUE,,,,,0,0,,,{}
delete:duplicate,EX_gluceq_e,glucose equivalent exchange, --> glceq_e, --> glceq_e,Exchange,,,Exchange,,"['Gluc_Eq_Bal_c', 'T_e_to_c_m101_c', 'EX_gluceq_e', 'EX_gluceq2_e']",,,,remove,"['MET_ID:glceq_e, NOTE: pseudometabolite']",0,1000,,,{}
,EX_etoh_e,Ethanol exchange,etoh_e --> ,etoh_e <--> ,Exchange,,,Exchange,,,,,,,,0,1000,,,{}
,EX_ac_e,Acetate exchange,ac_e --> ,ac_e <--> ,Exchange,,,Exchange,,,,,,,,0,1000,,,{}
,EX_for_e,Formate exchange,for_e --> ,for_e <--> ,Exchange,,,Exchange,,,,,,,,0,1000,,,{}
,EX_lac__L_e,L-Lacatate exchange,lac__L_e --> ,lac__L_e <--> ,Exchange,,,Exchange,,,,,,,,0,1000,,,{}
