locus_tag,old_locus_tag,gene,product
CLO1313_RS14835,Clo1313_2919,flgM,flagellar biosynthesis anti-sigma factor FlgM
CLO1313_RS14840,Clo1313_2920,,hypothetical protein
CLO1313_RS14845,Clo1313_2921,,ComF family protein
CLO1313_RS14850,Clo1313_2922,,ATP-dependent RecD-like DNA helicase
CLO1313_RS14855,Clo1313_2923,,hypothetical protein
CLO1313_RS14860,Clo1313_2924,,S-adenosylmethionine synthase
CLO1313_RS14865,Clo1313_2925,,hypothetical protein
CLO1313_RS14870,Clo1313_2926,,ATP-dependent zinc metalloprotease FtsH
CLO1313_RS14875,Clo1313_2927,hpt,hypoxanthine phosphoribosyltransferase
CLO1313_RS14880,Clo1313_2928,tilS,tRNA lysidine(34) synthetase TilS
CLO1313_RS14885,Clo1313_2929,,replicative DNA helicase
CLO1313_RS14890,Clo1313_2930,,50S ribosomal protein L9
CLO1313_RS14895,Clo1313_2931,,phosphoesterase
CLO1313_RS14900,Clo1313_2932,,hypothetical protein
CLO1313_RS14905,Clo1313_2933,,prephenate dehydratase
CLO1313_RS14910,Clo1313_2934,,hypothetical protein
CLO1313_RS14915,Clo1313_2935,,V-type ATP synthase subunit I
CLO1313_RS14920,Clo1313_2936,,V-type ATP synthase subunit K
CLO1313_RS14925,Clo1313_2937,,hypothetical protein
CLO1313_RS14930,Clo1313_2938,,V-type ATP synthase subunit C
CLO1313_RS14935,Clo1313_2939,,V-type ATP synthase subunit F
CLO1313_RS14940,Clo1313_2940,,V-type ATP synthase alpha chain
CLO1313_RS14945,Clo1313_2941,,ATP synthase subunit beta
CLO1313_RS14950,Clo1313_2942,,V-type ATP synthase subunit D
CLO1313_RS14955,Clo1313_2943,,ABC transporter ATP-binding protein
CLO1313_RS14960,Clo1313_2944,,dockerin
CLO1313_RS14965,Clo1313_2945,,hypothetical protein
CLO1313_RS14970,Clo1313_2946,,hypothetical protein
CLO1313_RS14975,Clo1313_2947,,hypothetical protein
CLO1313_RS14980,,,ATPase
CLO1313_RS14985,Clo1313_2949,,hypothetical protein
CLO1313_RS14990,Clo1313_2950,,ATPase AAA
CLO1313_RS14995,Clo1313_2951,,hypothetical protein
CLO1313_RS15000,Clo1313_2952,,amino acid ABC transporter substrate-binding protein
CLO1313_RS15005,Clo1313_2953,,amino acid ABC transporter permease
CLO1313_RS15010,Clo1313_2954,,amino acid ABC transporter ATP-binding protein
CLO1313_RS15015,Clo1313_2955,,chemotaxis response regulator protein-glutamate methylesterase
CLO1313_RS15020,Clo1313_2956,,chemotaxis protein CheR
CLO1313_RS15025,Clo1313_2957,,chemotaxis protein
CLO1313_RS15030,Clo1313_2958,,chemotaxis protein CheA
CLO1313_RS15035,Clo1313_2959,,chemotaxis protein CheW
CLO1313_RS15040,Clo1313_2961,,recombinase XerD
CLO1313_RS15045,Clo1313_2962,,AraC family transcriptional regulator
CLO1313_RS15050,Clo1313_2963,,phosphatidylethanolamine-binding protein
CLO1313_RS15055,Clo1313_2964,,hypothetical protein
CLO1313_RS15060,Clo1313_2965,,ABC transporter ATP-binding protein
CLO1313_RS15785,,,hypothetical protein
CLO1313_RS15075,Clo1313_2967,,hypothetical protein
CLO1313_RS15790,Clo1313_2968,,hypothetical protein
CLO1313_RS15080,Clo1313_2969,cas2,CRISPR-associated endonuclease Cas2
CLO1313_RS15085,Clo1313_2970,,type I-B CRISPR-associated endonuclease Cas1
CLO1313_RS15090,Clo1313_2971,cas4,CRISPR-associated protein Cas4
CLO1313_RS15095,Clo1313_2972,,CRISPR-associated helicase/endonuclease Cas3
CLO1313_RS15100,Clo1313_2973,,CRISPR-associated protein Cas5
CLO1313_RS15105,Clo1313_2974,cas7i,type I-B CRISPR-associated protein Cas7/Cst2/DevR
CLO1313_RS15110,Clo1313_2975,,hypothetical protein
CLO1313_RS15115,Clo1313_2976,cas6,CRISPR-associated endoribonuclease Cas6
CLO1313_RS15120,Clo1313_2977,,"5,10-methylenetetrahydrofolate reductase"
CLO1313_RS15125,Clo1313_2978,,undecaprenyl-diphosphate phosphatase
CLO1313_RS15130,Clo1313_2979,,MATE family efflux transporter
CLO1313_RS15135,Clo1313_2980,,hemerythrin
CLO1313_RS15140,Clo1313_2981,,chemotaxis protein CheX
CLO1313_RS15145,Clo1313_2982,,carbon-nitrogen family hydrolase
CLO1313_RS15150,,,hypothetical protein
CLO1313_RS15155,Clo1313_2983,,copper amine oxidase
CLO1313_RS15165,Clo1313_2984,,hypothetical protein
CLO1313_RS15170,Clo1313_2985,,FMN-binding protein
CLO1313_RS15175,Clo1313_2986,,YdcF family protein
CLO1313_RS15180,Clo1313_2987,,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
CLO1313_RS15185,Clo1313_2988,,MBL fold metallo-hydrolase
CLO1313_RS15190,Clo1313_2989,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CLO1313_RS15195,Clo1313_2990,,hypothetical protein
CLO1313_RS15200,Clo1313_2991,,hypothetical protein
CLO1313_RS15205,Clo1313_2992,,hypothetical protein
CLO1313_RS15210,Clo1313_2993,,PAS domain-containing sensor histidine kinase
CLO1313_RS15215,Clo1313_2994,,DNA-binding response regulator
CLO1313_RS15220,Clo1313_2995,,hypothetical protein
CLO1313_RS15225,Clo1313_2996,,aspartyl-phosphate phosphatase Spo0E family protein
CLO1313_RS15230,Clo1313_2997,,polysaccharide biosynthesis protein
CLO1313_RS15235,Clo1313_2998,,lipopolysaccharide biosynthesis protein
CLO1313_RS15240,Clo1313_2999,,glycosyl transferase family 1
CLO1313_RS15245,Clo1313_3000,,hypothetical protein
CLO1313_RS15250,Clo1313_3001,,glycosyl transferase family 1
CLO1313_RS15255,Clo1313_3002,,glycosyl transferase family 1
CLO1313_RS15260,Clo1313_3003,,nucleotide sugar dehydrogenase
CLO1313_RS15265,Clo1313_3004,,glycosyltransferase family 2 protein
CLO1313_RS15270,Clo1313_3005,,GNAT family N-acetyltransferase
CLO1313_RS15275,Clo1313_3006,,N-acetyltransferase
CLO1313_RS15280,Clo1313_3007,,sugar transferase
CLO1313_RS15285,Clo1313_3008,,aminotransferase DegT
CLO1313_RS15290,Clo1313_3009,,polymerase
CLO1313_RS15295,Clo1313_3010,,LPS biosynthesis protein
CLO1313_RS15300,Clo1313_3011,,hypothetical protein
CLO1313_RS15305,Clo1313_3012,,acid-soluble spore protein
CLO1313_RS15310,Clo1313_3013,,cell wall hydrolase
CLO1313_RS15315,Clo1313_3014,,hypothetical protein
CLO1313_RS15320,Clo1313_3015,,CBS domain-containing protein
CLO1313_RS15325,Clo1313_3016,,hypothetical protein
CLO1313_RS15330,Clo1313_3017,nadC,nicotinate-nucleotide diphosphorylase (carboxylating)
CLO1313_RS15335,Clo1313_3018,nadB,L-aspartate oxidase
CLO1313_RS15340,Clo1313_3019,,quinolinate synthase NadA
CLO1313_RS15345,Clo1313_3020,,hypothetical protein
CLO1313_RS15350,Clo1313_3021,,accessory gene regulator B
CLO1313_RS15375,Clo1313_3022,,5'-deoxynucleotidase
CLO1313_RS15380,Clo1313_3023,,glycosyl hydrolase
CLO1313_RS15385,Clo1313_3024,,DNA gyrase subunit A
CLO1313_RS15390,Clo1313_3025,noc,nucleoid occlusion protein
CLO1313_RS15395,Clo1313_3026,,ribosomal RNA small subunit methyltransferase G
CLO1313_RS15400,Clo1313_3027,,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
CLO1313_RS15405,Clo1313_3028,,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
CLO1313_RS15410,Clo1313_3029,,protein jag
CLO1313_RS15415,Clo1313_3030,,protein translocase component YidC
CLO1313_RS15420,Clo1313_3031,,membrane protein insertion efficiency factor YidD
CLO1313_RS15425,Clo1313_3032,,ribonuclease P protein component
CLO1313_RS15430,Clo1313_3033,,50S ribosomal protein L34
